genres,app_name,title,early_access,id,year
RPG,Borderlands 2: Siren Glitter and Gore Pack,Borderlands 2: Siren Glitter and Gore Pack,False,224166,2013
Free to Play,Ragnarok Online 2 - Elemento School Graduation Pack,Ragnarok Online 2 - Elemento School Graduation Pack,False,239370,2013
Massively Multiplayer,Ragnarok Online 2 - Elemento School Graduation Pack,Ragnarok Online 2 - Elemento School Graduation Pack,False,239370,2013
RPG,Ragnarok Online 2 - Elemento School Graduation Pack,Ragnarok Online 2 - Elemento School Graduation Pack,False,239370,2013
Free to Play,Ragnarok Online 2 - Trendsetter Fashionista's Pack,Ragnarok Online 2 - Trendsetter Fashionista's Pack,False,239380,2013
Massively Multiplayer,Ragnarok Online 2 - Trendsetter Fashionista's Pack,Ragnarok Online 2 - Trendsetter Fashionista's Pack,False,239380,2013
RPG,Ragnarok Online 2 - Trendsetter Fashionista's Pack,Ragnarok Online 2 - Trendsetter Fashionista's Pack,False,239380,2013
Action,Bleed,Bleed,False,239800,2013
Indie,Bleed,Bleed,False,239800,2013
Action,Killing Floor - Mrs Foster Pack,Killing Floor - Mrs Foster Pack,False,210945,2013
Action,Killing Floor - Golden Weapon Pack 2,Killing Floor - Golden Weapon Pack 2,False,210944,2013
Action,Killing Floor - Community Weapon Pack 2,Killing Floor - Community Weapon Pack 2,False,210943,2013
Action,Soldier Front 2,Soldier Front 2,False,239660,2013
Free to Play,Soldier Front 2,Soldier Front 2,False,239660,2013
Action,DARK,DARK,False,225360,2013
RPG,DARK,DARK,False,225360,2013
Racing,TrackMania² Valley,TrackMania² Valley,False,243360,2013
Sports,TrackMania² Valley,TrackMania² Valley,False,243360,2013
Action,Shadow Warrior Classic Redux,Shadow Warrior Classic Redux,False,225160,1997
RPG,FINAL FANTASY VII,FINAL FANTASY VII,False,39140,2013
Indie,Lords of Football: Super Training,Lords of Football: Super Training,False,230691,2013
Simulation,Lords of Football: Super Training,Lords of Football: Super Training,False,230691,2013
Sports,Lords of Football: Super Training,Lords of Football: Super Training,False,230691,2013
Strategy,Lords of Football: Super Training,Lords of Football: Super Training,False,230691,2013
Simulation,Train Simulator: SD40-2 Independence Loco Add-On,Train Simulator: SD40-2 Independence Loco Add-On,False,222589,2013
Racing,GRID 2 - Drift Pack,GRID 2 - Drift Pack,False,221167,2013
Sports,GRID 2 - Drift Pack,GRID 2 - Drift Pack,False,221167,2013
Casual,Farming Simulator 2013: Ursus,Farming Simulator 2013: Ursus,False,220285,2013
Simulation,Farming Simulator 2013: Ursus,Farming Simulator 2013: Ursus,False,220285,2013
Strategy,Sid Meier's Civilization V: Brave New World,Sid Meier's Civilization V: Brave New World,False,235580,2013
Action,Runner2 - Good Friends Character Pack,Runner2 - Good Friends Character Pack,False,218065,2013
Indie,Runner2 - Good Friends Character Pack,Runner2 - Good Friends Character Pack,False,218065,2013
Adventure,Toki Tori 2+,Toki Tori 2+,False,201420,2013
Casual,Toki Tori 2+,Toki Tori 2+,False,201420,2013
Indie,Toki Tori 2+,Toki Tori 2+,False,201420,2013
Action,BIT.TRIP FATE,BIT.TRIP FATE,False,205080,2013
Indie,BIT.TRIP FATE,BIT.TRIP FATE,False,205080,2013
Action,R.I.P.D.: The Game,R.I.P.D.: The Game,False,237590,2013
Action,BIT.TRIP.FATE Soundtrack,BIT.TRIP.FATE Soundtrack,False,205083,2013
Indie,BIT.TRIP.FATE Soundtrack,BIT.TRIP.FATE Soundtrack,False,205083,2013
Adventure,The Raven - Legacy of a Master Thief,The Raven - Legacy of a Master Thief,False,233370,2013
Adventure,Ittle Dew,Ittle Dew,False,241320,2013
Indie,Ittle Dew,Ittle Dew,False,241320,2013
Action,Aliens: Colonial Marines: Stasis Interrupted,Aliens: Colonial Marines: Stasis Interrupted,False,219443,2013
Strategy,CoH 2 - Soviet Commander: Terror Tactics,CoH 2 - Soviet Commander: Terror Tactics,False,231463,2013
Strategy,CoH 2 - German Commander: Storm Doctrine,CoH 2 - German Commander: Storm Doctrine,False,231455,2013
Racing,GRID 2 - Peak Performance Pack,GRID 2 - Peak Performance Pack,False,221166,2013
Sports,GRID 2 - Peak Performance Pack,GRID 2 - Peak Performance Pack,False,221166,2013
Action,Soldier Front 2: Shoot Em Up Package,Soldier Front 2: Shoot Em Up Package,False,243442,2013
Free to Play,Soldier Front 2: Shoot Em Up Package,Soldier Front 2: Shoot Em Up Package,False,243442,2013
Adventure,Shadowrun Returns,Shadowrun Returns,False,234650,2013
Indie,Shadowrun Returns,Shadowrun Returns,False,234650,2013
RPG,Shadowrun Returns,Shadowrun Returns,False,234650,2013
Strategy,Shadowrun Returns,Shadowrun Returns,False,234650,2013
Action,Citadels,Citadels,False,238870,2013
Strategy,Citadels,Citadels,False,238870,2013
Action,Awesomenauts - Gnabot Skin,Awesomenauts - Gnabot Skin,False,230890,2013
Indie,Awesomenauts - Gnabot Skin,Awesomenauts - Gnabot Skin,False,230890,2013
Strategy,Awesomenauts - Gnabot Skin,Awesomenauts - Gnabot Skin,False,230890,2013
Action,Alien Spidy: Easy Breezy DLC,Alien Spidy: Easy Breezy DLC,False,207010,2013
Adventure,Alien Spidy: Easy Breezy DLC,Alien Spidy: Easy Breezy DLC,False,207010,2013
Indie,Alien Spidy: Easy Breezy DLC,Alien Spidy: Easy Breezy DLC,False,207010,2013
Action,CastleStorm,CastleStorm,False,241410,2013
Indie,CastleStorm,CastleStorm,False,241410,2013
Strategy,CastleStorm,CastleStorm,False,241410,2013
Strategy,Hearts of Iron III: Axis Minors Vehicle Pack,Hearts of Iron III: Axis Minors Vehicle Pack,False,214991,2013
Adventure,Realms of Arkania: Blade of Destiny,Realms of Arkania: Blade of Destiny,False,237550,2013
Indie,Realms of Arkania: Blade of Destiny,Realms of Arkania: Blade of Destiny,False,237550,2013
RPG,Realms of Arkania: Blade of Destiny,Realms of Arkania: Blade of Destiny,False,237550,2013
Indie,Skulls of the Shogun,Skulls of the Shogun,False,228960,2013
Strategy,Skulls of the Shogun,Skulls of the Shogun,False,228960,2013
Strategy,Hearts of Iron III: Italian Vehicle Pack,Hearts of Iron III: Italian Vehicle Pack,False,214990,2013
Action,BioShock Infinite: Clash in the Clouds,BioShock Infinite: Clash in the Clouds,False,214930,2013
Simulation,Cities in Motion 2:  Trekking Trolleys,Cities in Motion 2:  Trekking Trolleys,False,225429,2013
Action,Castlevania: Lords of Shadow – Ultimate Edition,Castlevania: Lords of Shadow – Ultimate Edition,False,234080,2013
Adventure,Castlevania: Lords of Shadow – Ultimate Edition,Castlevania: Lords of Shadow – Ultimate Edition,False,234080,2013
Simulation,Cities in Motion 2: Wending Waterbuses,Cities in Motion 2: Wending Waterbuses,False,225428,2013
Action,Star Conflict: Pirate Pack - Dead Man's Chest,Star Conflict: Pirate Pack - Dead Man's Chest,False,222285,2013
Free to Play,Star Conflict: Pirate Pack - Dead Man's Chest,Star Conflict: Pirate Pack - Dead Man's Chest,False,222285,2013
Massively Multiplayer,Star Conflict: Pirate Pack - Dead Man's Chest,Star Conflict: Pirate Pack - Dead Man's Chest,False,222285,2013
Simulation,Star Conflict: Pirate Pack - Dead Man's Chest,Star Conflict: Pirate Pack - Dead Man's Chest,False,222285,2013
Action,Star Conflict: Pirate Pack - Jolly Roger,Star Conflict: Pirate Pack - Jolly Roger,False,222284,2013
Free to Play,Star Conflict: Pirate Pack - Jolly Roger,Star Conflict: Pirate Pack - Jolly Roger,False,222284,2013
Massively Multiplayer,Star Conflict: Pirate Pack - Jolly Roger,Star Conflict: Pirate Pack - Jolly Roger,False,222284,2013
Simulation,Star Conflict: Pirate Pack - Jolly Roger,Star Conflict: Pirate Pack - Jolly Roger,False,222284,2013
Action,Star Conflict: Pirate Pack - Corsair,Star Conflict: Pirate Pack - Corsair,False,222283,2013
Free to Play,Star Conflict: Pirate Pack - Corsair,Star Conflict: Pirate Pack - Corsair,False,222283,2013
Massively Multiplayer,Star Conflict: Pirate Pack - Corsair,Star Conflict: Pirate Pack - Corsair,False,222283,2013
Simulation,Star Conflict: Pirate Pack - Corsair,Star Conflict: Pirate Pack - Corsair,False,222283,2013
Action,Rise of the Triad,Rise of the Triad,False,217140,2013
Indie,Lords of Football: Eastern Europe,Lords of Football: Eastern Europe,False,230690,2013
Simulation,Lords of Football: Eastern Europe,Lords of Football: Eastern Europe,False,230690,2013
Sports,Lords of Football: Eastern Europe,Lords of Football: Eastern Europe,False,230690,2013
Strategy,Lords of Football: Eastern Europe,Lords of Football: Eastern Europe,False,230690,2013
Simulation,Train Simulator: Great Northern F7 ‘Empire Builder’ Loco Add-On,Train Simulator: Great Northern F7 ‘Empire Builder’ Loco Add-On,False,222590,2013
Indie,Cloudberry Kingdom™,Cloudberry Kingdom™,False,210870,2013
Action,Call of Duty®: Black Ops II - Vengeance,Call of Duty®: Black Ops II - Vengeance,False,219101,2013
Casual,"Crazy Machines 2: Invaders From Space, 2nd Wave DLC","Crazy Machines 2: Invaders From Space, 2nd Wave DLC",False,242630,2013
Strategy,"Crazy Machines 2: Invaders From Space, 2nd Wave DLC","Crazy Machines 2: Invaders From Space, 2nd Wave DLC",False,242630,2013
Simulation,DCS: Black Shark 2,DCS: Black Shark 2,False,240280,2011
Simulation,DCS: A-10C Warthog - DLC,DCS: A-10C Warthog - DLC,False,245810,2010
Simulation,DCS: P-51D Mustang,DCS: P-51D Mustang,False,223770,2012
Simulation,DCS: Combined Arms 1.5,DCS: Combined Arms 1.5,False,240300,2012
Strategy,DCS: Combined Arms 1.5,DCS: Combined Arms 1.5,False,240300,2012
Simulation,Su-25 for DCS World,Su-25 for DCS World,False,245580,2013
Adventure,The Dream Machine: Chapter 4,The Dream Machine: Chapter 4,False,93304,2013
Casual,The Dream Machine: Chapter 4,The Dream Machine: Chapter 4,False,93304,2013
Indie,The Dream Machine: Chapter 4,The Dream Machine: Chapter 4,False,93304,2013
Action,Divinity: Dragon Commander,Divinity: Dragon Commander,False,243950,2013
RPG,Divinity: Dragon Commander,Divinity: Dragon Commander,False,243950,2013
Strategy,Divinity: Dragon Commander,Divinity: Dragon Commander,False,243950,2013
Strategy,COH 2 - German Skin: (H) Four Color Disruptive Pattern,COH 2 - German Skin: (H) Four Color Disruptive Pattern,False,231485,2013
Strategy,COH 2 - German Skin: (L) Four Color Disruptive Pattern,COH 2 - German Skin: (L) Four Color Disruptive Pattern,False,231477,2013
Strategy,COH 2 - German Skin: (M) Four Color Disruptive Pattern,COH 2 - German Skin: (M) Four Color Disruptive Pattern,False,231484,2013
Action,Beatbuddy: Tale of the Guardians,Beatbuddy: Tale of the Guardians,False,231040,2013
Adventure,Beatbuddy: Tale of the Guardians,Beatbuddy: Tale of the Guardians,False,231040,2013
Casual,Beatbuddy: Tale of the Guardians,Beatbuddy: Tale of the Guardians,False,231040,2013
Indie,Beatbuddy: Tale of the Guardians,Beatbuddy: Tale of the Guardians,False,231040,2013
Indie,Inquisitor,Inquisitor,False,241620,2012
RPG,Inquisitor,Inquisitor,False,241620,2012
Strategy,CoH 2 - German Commander: Lightning War Doctrine,CoH 2 - German Commander: Lightning War Doctrine,False,231465,2013
Action,Dishonored: The Brigmore Witches,Dishonored: The Brigmore Witches,False,212894,2013
Adventure,Dishonored: The Brigmore Witches,Dishonored: The Brigmore Witches,False,212894,2013
Action,DuckTales: Remastered,DuckTales: Remastered,False,237630,2013
Adventure,DuckTales: Remastered,DuckTales: Remastered,False,237630,2013
Casual,DuckTales: Remastered,DuckTales: Remastered,False,237630,2013
Simulation,Train Simulator: Metronom ME 146 Loco Add-On,Train Simulator: Metronom ME 146 Loco Add-On,False,222591,2013
Strategy,Worms Clan Wars,Worms Clan Wars,False,233840,2013
Indie,Space Hulk - Kraken Skin DLC,Space Hulk - Kraken Skin DLC,False,246562,2013
Strategy,Space Hulk - Kraken Skin DLC,Space Hulk - Kraken Skin DLC,False,246562,2013
Simulation,Tropico 4: Propaganda!,Tropico 4: Propaganda!,False,205637,2013
Strategy,Tropico 4: Propaganda!,Tropico 4: Propaganda!,False,205637,2013
Indie,Space Hulk,Space Hulk,False,242570,2013
Strategy,Space Hulk,Space Hulk,False,242570,2013
Action,Electronic Super Joy,Electronic Super Joy,False,244870,2013
Indie,Electronic Super Joy,Electronic Super Joy,False,244870,2013
Simulation,Train Simulator: Great Eastern Main Line London-Ipswich Route Add-On,Train Simulator: Great Eastern Main Line London-Ipswich Route Add-On,False,222593,2013
Action,Remember Me: Combo Lab Pack DLC,Remember Me: Combo Lab Pack DLC,False,237800,2013
Adventure,Remember Me: Combo Lab Pack DLC,Remember Me: Combo Lab Pack DLC,False,237800,2013
Simulation,Train Simulator: Powerhaul Class 66 V2.0 Loco Add-On,Train Simulator: Powerhaul Class 66 V2.0 Loco Add-On,False,222594,2013
Action,LOST PLANET® 3,LOST PLANET® 3,False,226720,2013
Strategy,PixelJunk™ Monsters Ultimate,PixelJunk™ Monsters Ultimate,False,243780,2013
Action,Saints Row IV: Presidential Pack,Saints Row IV: Presidential Pack,False,247292,2013
Adventure,Saints Row IV: Presidential Pack,Saints Row IV: Presidential Pack,False,247292,2013
Action,Saints Row IV: Grass Roots Pack,Saints Row IV: Grass Roots Pack,False,247291,2013
Adventure,Saints Row IV: Grass Roots Pack,Saints Row IV: Grass Roots Pack,False,247291,2013
Casual,Sid Meier’s Ace Patrol,Sid Meier’s Ace Patrol,False,244070,2013
Strategy,Sid Meier’s Ace Patrol,Sid Meier’s Ace Patrol,False,244070,2013
Action,Space Ace,Space Ace,False,240340,1984
Adventure,Space Ace,Space Ace,False,240340,1984
Casual,Space Ace,Space Ace,False,240340,1984
Action,Primal Carnage - Dinobuster Skin,Primal Carnage - Dinobuster Skin,False,235140,2013
Indie,Primal Carnage - Dinobuster Skin,Primal Carnage - Dinobuster Skin,False,235140,2013
Strategy,Primal Carnage - Dinobuster Skin,Primal Carnage - Dinobuster Skin,False,235140,2013
Indie,Skyward Collapse: Nihon no Mura,Skyward Collapse: Nihon no Mura,False,238900,2013
Simulation,Skyward Collapse: Nihon no Mura,Skyward Collapse: Nihon no Mura,False,238900,2013
Strategy,Skyward Collapse: Nihon no Mura,Skyward Collapse: Nihon no Mura,False,238900,2013
Strategy,CoH 2 - German Commander: Fortified Armor Doctrine,CoH 2 - German Commander: Fortified Armor Doctrine,False,231459,2013
Strategy,COH 2 - Soviet Skin: (H) Four Color Belorussian Front,COH 2 - Soviet Skin: (H) Four Color Belorussian Front,False,231482,2013
Action,Assault Android Cactus,Assault Android Cactus,False,250110,2015
Indie,Assault Android Cactus,Assault Android Cactus,False,250110,2015
Adventure,Shelter,Shelter,False,244710,2013
Indie,Shelter,Shelter,False,244710,2013
Action,BeatBlasters III,BeatBlasters III,False,246800,2014
Indie,BeatBlasters III,BeatBlasters III,False,246800,2014
Simulation,Train Simulator: BR DP1 Deltic Loco Add-On,Train Simulator: BR DP1 Deltic Loco Add-On,False,222595,2013
Simulation,Cities in Motion 2: Lofty Landmarks,Cities in Motion 2: Lofty Landmarks,False,225430,2013
Casual,Game Dev Tycoon,Game Dev Tycoon,False,239820,2013
Indie,Game Dev Tycoon,Game Dev Tycoon,False,239820,2013
Simulation,Game Dev Tycoon,Game Dev Tycoon,False,239820,2013
Strategy,Game Dev Tycoon,Game Dev Tycoon,False,239820,2013
Action,Guardians of Middle-earth: The Tactician Bundle,Guardians of Middle-earth: The Tactician Bundle,False,111915,2013
Strategy,Guardians of Middle-earth: The Tactician Bundle,Guardians of Middle-earth: The Tactician Bundle,False,111915,2013
Action,Guardians of Middle-earth: The Defender Bundle,Guardians of Middle-earth: The Defender Bundle,False,111914,2013
Strategy,Guardians of Middle-earth: The Defender Bundle,Guardians of Middle-earth: The Defender Bundle,False,111914,2013
Action,Guardians of Middle-earth: The Enchanter Bundle,Guardians of Middle-earth: The Enchanter Bundle,False,111916,2013
Strategy,Guardians of Middle-earth: The Enchanter Bundle,Guardians of Middle-earth: The Enchanter Bundle,False,111916,2013
Action,Guardians of Middle-earth: The Warrior Bundle,Guardians of Middle-earth: The Warrior Bundle,False,111912,2013
Strategy,Guardians of Middle-earth: The Warrior Bundle,Guardians of Middle-earth: The Warrior Bundle,False,111912,2013
Action,Guardians of Middle-earth: The Striker Bundle,Guardians of Middle-earth: The Striker Bundle,False,111913,2013
Strategy,Guardians of Middle-earth: The Striker Bundle,Guardians of Middle-earth: The Striker Bundle,False,111913,2013
Action,Guardians of Middle-earth: The Company of Dwarves Bundle,Guardians of Middle-earth: The Company of Dwarves Bundle,False,111911,2013
Strategy,Guardians of Middle-earth: The Company of Dwarves Bundle,Guardians of Middle-earth: The Company of Dwarves Bundle,False,111911,2013
Action,Guardians of Middle-earth,Guardians of Middle-earth,False,111900,2013
Strategy,Guardians of Middle-earth,Guardians of Middle-earth,False,111900,2013
Action,Guardians of Middle-earth: Smaug's Treasure,Guardians of Middle-earth: Smaug's Treasure,False,111910,2013
Strategy,Guardians of Middle-earth: Smaug's Treasure,Guardians of Middle-earth: Smaug's Treasure,False,111910,2013
Action,Borderlands 2: Mechromancer Beatmaster Pack,Borderlands 2: Mechromancer Beatmaster Pack,False,224140,2013
RPG,Borderlands 2: Mechromancer Beatmaster Pack,Borderlands 2: Mechromancer Beatmaster Pack,False,224140,2013
Action,Borderlands 2: Gunzerker Greasy Grunt Pack,Borderlands 2: Gunzerker Greasy Grunt Pack,False,224141,2013
RPG,Borderlands 2: Gunzerker Greasy Grunt Pack,Borderlands 2: Gunzerker Greasy Grunt Pack,False,224141,2013
Action,Borderlands 2: Siren Learned Warrior Pack,Borderlands 2: Siren Learned Warrior Pack,False,224143,2013
RPG,Borderlands 2: Siren Learned Warrior Pack,Borderlands 2: Siren Learned Warrior Pack,False,224143,2013
Action,Borderlands 2: Commando Devilish Good Looks Pack,Borderlands 2: Commando Devilish Good Looks Pack,False,224144,2013
RPG,Borderlands 2: Commando Devilish Good Looks Pack,Borderlands 2: Commando Devilish Good Looks Pack,False,224144,2013
Action,Borderlands 2 : Assassin Cl0ckw0rk Pack,Borderlands 2 : Assassin Cl0ckw0rk Pack,False,224145,2013
RPG,Borderlands 2 : Assassin Cl0ckw0rk Pack,Borderlands 2 : Assassin Cl0ckw0rk Pack,False,224145,2013
Action,Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,False,224180,2013
RPG,Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,False,224180,2013
Action,Borderlands 2: Psycho Party Pack,Borderlands 2: Psycho Party Pack,False,224142,2013
RPG,Borderlands 2: Psycho Party Pack,Borderlands 2: Psycho Party Pack,False,224142,2013
Action,Outlast,Outlast,False,238320,2013
Adventure,Outlast,Outlast,False,238320,2013
Indie,Outlast,Outlast,False,238320,2013
Adventure,MirrorMoon EP,MirrorMoon EP,False,231310,2013
Indie,MirrorMoon EP,MirrorMoon EP,False,231310,2013
Adventure,Castle of Illusion,Castle of Illusion,False,227600,2013
Casual,Castle of Illusion,Castle of Illusion,False,227600,2013
Indie,Fallen Enchantress: Legendary Heroes - Loot Pack DLC,Fallen Enchantress: Legendary Heroes - Loot Pack DLC,False,233592,2013
RPG,Fallen Enchantress: Legendary Heroes - Loot Pack DLC,Fallen Enchantress: Legendary Heroes - Loot Pack DLC,False,233592,2013
Strategy,Fallen Enchantress: Legendary Heroes - Loot Pack DLC,Fallen Enchantress: Legendary Heroes - Loot Pack DLC,False,233592,2013
Simulation,Train Simulator: Union Pacific Heritage SD70ACes Loco Add-On,Train Simulator: Union Pacific Heritage SD70ACes Loco Add-On,False,222596,2013
Action,Sanctum 2: Ruins of Brightholme,Sanctum 2: Ruins of Brightholme,False,237050,2013
Indie,Sanctum 2: Ruins of Brightholme,Sanctum 2: Ruins of Brightholme,False,237050,2013
Strategy,Sanctum 2: Ruins of Brightholme,Sanctum 2: Ruins of Brightholme,False,237050,2013
Simulation,Rise of Flight: Ace Pack,Rise of Flight: Ace Pack,False,244060,2013
Action,Saints Row IV - Wild West Pack,Saints Row IV - Wild West Pack,False,247294,2013
Adventure,Saints Row IV - Wild West Pack,Saints Row IV - Wild West Pack,False,247294,2013
Strategy,COH 2 - German Skin: (H) Voronezh Improvised Pattern,COH 2 - German Skin: (H) Voronezh Improvised Pattern,False,249102,2013
Simulation,Cities in Motion 2: Back to the Past,Cities in Motion 2: Back to the Past,False,225431,2013
Action,Dragon's Prophet,Dragon's Prophet,False,259020,2013
Free to Play,Dragon's Prophet,Dragon's Prophet,False,259020,2013
Massively Multiplayer,Dragon's Prophet,Dragon's Prophet,False,259020,2013
RPG,Dragon's Prophet,Dragon's Prophet,False,259020,2013
Racing,MotoGP™13: Red Bull Rookies Cup,MotoGP™13: Red Bull Rookies Cup,False,240611,2013
Simulation,MotoGP™13: Red Bull Rookies Cup,MotoGP™13: Red Bull Rookies Cup,False,240611,2013
Sports,MotoGP™13: Red Bull Rookies Cup,MotoGP™13: Red Bull Rookies Cup,False,240611,2013
Simulation,A-Train 8,A-Train 8,False,249930,2008
Casual,Ironclad Tactics,Ironclad Tactics,False,226960,2013
Indie,Ironclad Tactics,Ironclad Tactics,False,226960,2013
Strategy,Ironclad Tactics,Ironclad Tactics,False,226960,2013
Adventure,InFlux,InFlux,False,246980,2013
Casual,InFlux,InFlux,False,246980,2013
Indie,InFlux,InFlux,False,246980,2013
Simulation,Train Simulator: Southern Pacific GP20 Loco Add-On,Train Simulator: Southern Pacific GP20 Loco Add-On,False,222571,2013
Adventure,Cognition: An Erica Reed Thriller,Cognition: An Erica Reed Thriller,False,242780,2013
Indie,Cognition: An Erica Reed Thriller,Cognition: An Erica Reed Thriller,False,242780,2013
Action,Foul Play,Foul Play,False,244810,2013
Adventure,Foul Play,Foul Play,False,244810,2013
Casual,Foul Play,Foul Play,False,244810,2013
Indie,Foul Play,Foul Play,False,244810,2013
Simulation,DCS: Mi-8 MTV2 Magnificent Eight,DCS: Mi-8 MTV2 Magnificent Eight,False,249310,2013
Simulation,Tropico 4: The Academy,Tropico 4: The Academy,False,205635,2013
Strategy,Tropico 4: The Academy,Tropico 4: The Academy,False,205635,2013
Indie,Euro Truck Simulator 2 - Going East!,Euro Truck Simulator 2 - Going East!,False,227310,2013
Simulation,Euro Truck Simulator 2 - Going East!,Euro Truck Simulator 2 - Going East!,False,227310,2013
Action,Omegalodon,Omegalodon,False,248350,2012
Indie,Omegalodon,Omegalodon,False,248350,2012
Action,Angry Video Game Nerd Adventures,Angry Video Game Nerd Adventures,False,237740,2013
Adventure,Angry Video Game Nerd Adventures,Angry Video Game Nerd Adventures,False,237740,2013
Indie,Angry Video Game Nerd Adventures,Angry Video Game Nerd Adventures,False,237740,2013
Action,Marlow Briggs and the Mask of Death,Marlow Briggs and the Mask of Death,False,249680,2013
Adventure,Marlow Briggs and the Mask of Death,Marlow Briggs and the Mask of Death,False,249680,2013
Action,Doorways: Prelude,Doorways: Prelude,False,248470,2013
Adventure,Doorways: Prelude,Doorways: Prelude,False,248470,2013
Indie,Doorways: Prelude,Doorways: Prelude,False,248470,2013
Action,Urban Trial Freestyle,Urban Trial Freestyle,False,243450,2013
Racing,Urban Trial Freestyle,Urban Trial Freestyle,False,243450,2013
Simulation,Urban Trial Freestyle,Urban Trial Freestyle,False,243450,2013
Sports,Urban Trial Freestyle,Urban Trial Freestyle,False,243450,2013
Simulation,Europa Universalis IV: American Dream,Europa Universalis IV: American Dream,False,241364,2013
Strategy,Europa Universalis IV: American Dream,Europa Universalis IV: American Dream,False,241364,2013
Action,PAC-MAN™ Championship Edition DX+,PAC-MAN™ Championship Edition DX+,False,236450,2013
Action,Leviathan Warships: Commonwealth Unit Pack,Leviathan Warships: Commonwealth Unit Pack,False,245030,2013
Strategy,Leviathan Warships: Commonwealth Unit Pack,Leviathan Warships: Commonwealth Unit Pack,False,245030,2013
Simulation,Europa Universalis IV: National Monuments II,Europa Universalis IV: National Monuments II,False,241368,2013
Strategy,Europa Universalis IV: National Monuments II,Europa Universalis IV: National Monuments II,False,241368,2013
Strategy,Company of Heroes 2 - Case Blue Mission Pack,Company of Heroes 2 - Case Blue Mission Pack,False,231479,2013
Strategy,COH 2 - German Skin: (M) Voronezh Improvised Pattern,COH 2 - German Skin: (M) Voronezh Improvised Pattern,False,249101,2013
Action,Scribblenauts Unmasked: A DC Comics Adventure,Scribblenauts Unmasked: A DC Comics Adventure,False,249870,2013
Adventure,Scribblenauts Unmasked: A DC Comics Adventure,Scribblenauts Unmasked: A DC Comics Adventure,False,249870,2013
Casual,Scribblenauts Unmasked: A DC Comics Adventure,Scribblenauts Unmasked: A DC Comics Adventure,False,249870,2013
Strategy,Scribblenauts Unmasked: A DC Comics Adventure,Scribblenauts Unmasked: A DC Comics Adventure,False,249870,2013
Action,Alien Rage - Unlimited,Alien Rage - Unlimited,False,217920,2013
Action,Steel Storm: Forgotten Prison DLC,Steel Storm: Forgotten Prison DLC,False,202652,2013
Indie,Steel Storm: Forgotten Prison DLC,Steel Storm: Forgotten Prison DLC,False,202652,2013
Action,Pac-Man Championship Edition DX+: Big Eater Course,Pac-Man Championship Edition DX+: Big Eater Course,False,246251,2013
Action,Pac-Man Championship Edition DX+: Championship III & Highway II Courses,Pac-Man Championship Edition DX+: Championship III &amp; Highway II Courses,False,246252,2013
Action,Pac-Man Championship Edition DX+: Dig Dug Skin,Pac-Man Championship Edition DX+: Dig Dug Skin,False,246253,2013
Action,Pac-Man Championship Edition DX+: Pac is Back Skin,Pac-Man Championship Edition DX+: Pac is Back Skin,False,246255,2013
Action,Pac-Man Championship Edition DX+: Pac Steps BGM,Pac-Man Championship Edition DX+: Pac Steps BGM,False,246256,2013
Strategy,COH 2 - German Skin: (H) Case Blue Summer Pattern,COH 2 - German Skin: (H) Case Blue Summer Pattern,False,249105,2013
Action,Pac-Man Championship Edition DX+: Mountain Course,Pac-Man Championship Edition DX+: Mountain Course,False,246250,2013
Action,Pac-Man Championship Edition DX+: Reentrance BGM,Pac-Man Championship Edition DX+: Reentrance BGM,False,246257,2013
Simulation,Train Simulator: DB BR424 EMU Add-On,Train Simulator: DB BR424 EMU Add-On,False,222602,2013
Action,Pac-Man Championship Edition DX+: Rally-X Skin,Pac-Man Championship Edition DX+: Rally-X Skin,False,246254,2013
Action,Saints Row IV: Volition Comics Pack,Saints Row IV: Volition Comics Pack,False,238301,2013
Adventure,Saints Row IV: Volition Comics Pack,Saints Row IV: Volition Comics Pack,False,238301,2013
Action,Escape Goat,Escape Goat,False,251370,2012
Indie,Escape Goat,Escape Goat,False,251370,2012
Casual,Farming Simulator 2013 - Classics,Farming Simulator 2013 - Classics,False,245220,2013
Simulation,Farming Simulator 2013 - Classics,Farming Simulator 2013 - Classics,False,245220,2013
Casual,Farming Simulator 2013 - Official Expansion (Titanium),Farming Simulator 2013 - Official Expansion (Titanium),False,246050,2013
Simulation,Farming Simulator 2013 - Official Expansion (Titanium),Farming Simulator 2013 - Official Expansion (Titanium),False,246050,2013
Casual,Farming Simulator 2013 Titanium Edition,Farming Simulator 2013 Titanium Edition,False,220260,2013
Simulation,Farming Simulator 2013 Titanium Edition,Farming Simulator 2013 Titanium Edition,False,220260,2013
Simulation,Train Simulator: DB BR420 EMU Add-On,Train Simulator: DB BR420 EMU Add-On,False,222599,2013
Free to Play,SNOW,SNOW,True,244930,2013
Indie,SNOW,SNOW,True,244930,2013
Simulation,SNOW,SNOW,True,244930,2013
Sports,SNOW,SNOW,True,244930,2013
Early Access,SNOW,SNOW,True,244930,2013
Adventure,The Stanley Parable,The Stanley Parable,False,221910,2013
Indie,The Stanley Parable,The Stanley Parable,False,221910,2013
Indie,Lords of Football: United States,Lords of Football: United States,False,230692,2013
Simulation,Lords of Football: United States,Lords of Football: United States,False,230692,2013
